Nome do arquivo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,c4.Pergunta006,c4.Pergunta007,c4.Pergunta008,c4.Pergunta009,c4.Pergunta010,c4.Pergunta011,c4.Pergunta012,c4.Pergunta013,c4.Pergunta014,c4.Pergunta015,m.Pergunta061,m.Pergunta062,m.Pergunta063,m.Pergunta064,m.Pergunta065,m.Pergunta066,ALUNO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,ALUNO,linguagem,humanas,natureza
GABARITO,E,A,D,E,C,D,B,D,D,D,C,E,A,C,B,E,D,C,E,A,B,D,B,C,C,D,C,C,E,A,D,A,A,B,B,D,B,N,D,C,B,A,A,B,C,D,C,N,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
